,Date,IV30,IV30 20-Day MA,OHLC 20-Day Vol,OHLC 52-Week Vol,Options Volume,Headline Polarity,Headline Subjectivity,Content Polarity,Content Subjectivity
0,2022-09-21,29.96,30.6575,25.512,29.2175,257.0,0.025,0.175,0.28584214029192173,0.20245884355427238
1,2022-09-20,29.75,30.6805,25.939,29.2308,96.0,0.0,0.0,0.05773502691896258,0.23094010767585033
2,2022-09-09,29.9,30.818,26.4504,28.9993,92.0,0.14142135623730953,0.565685424949238,0.3535533905932738,0.3535533905932738
3,2022-08-25,30.31,29.507,27.9535,28.6897,123.0,0.0,0.0,0.3535533905932738,0.21213203435596426
4,2022-08-22,31.69,29.31,28.8332,28.7762,217.0,0.11547005383792516,0.0,0.0,0.0
5,2022-08-16,30.95,29.4955,30.585,28.8219,145.0,0.18963318222730138,0.4435487991079253,0.28284271247461906,0.42426406871192857
6,2022-08-15,29.01,29.614,29.2997,28.524,97.0,0.0,0.0,0.08838834764831845,0.1767766952966369
7,2022-08-03,30.24,33.301,33.9188,28.3973,4599.0,0.09428090415820632,0.44783429475148007,0.10606601717798211,0.07660323462854271
8,2022-05-12,37.09,37.9325,34.0714,25.341,219.0,0.0,0.0,0.03535533905932738,0.07071067811865477
9,2022-05-10,38.68,38.029,33.9202,25.1309,244.0,0.0,0.23094010767585033,0.19287301521985908,0.3523256069793016
10,2022-05-09,39.08,38.101,31.5852,24.7854,552.0,0.03535533905932738,0.38890872965260115,0.035355339059327306,0.24748737341529164
11,2022-05-06,38.48,38.194,31.9821,24.7682,1270.0,0.21845416503747925,0.18499249234015477,0.1862201691248531,0.2807727432165262
12,2022-05-05,38.69,38.305,33.0709,24.7076,415.0,0.0,0.2886751345948129,0.1734054337223734,0.16794838946126794
13,2022-05-02,39.44,38.8485,31.1974,24.2741,381.0,0.1767766952966369,0.23570226039551584,0.07071067811865477,0.25927248643506745
14,2022-04-26,38.42,39.685,35.6505,24.191,582.0,0.3535533905932738,0.3535533905932738,0.0,0.1767766952966369
15,2022-04-19,36.26,42.4435,35.7852,23.6763,1697.0,0.07071067811865477,0.0,0.058925565098879015,0.0471404520791031
16,2022-04-18,37.54,43.1605,35.3751,23.6219,1475.0,0.0,0.0,0.1767766952966369,0.14142135623730953
17,2022-04-13,37.36,44.541,36.8922,23.4575,1178.0,0.4114075817812641,0.22820264301929483,0.13258252147247765,0.23570226039551584
18,2022-03-25,46.54,52.9265,41.223,22.0428,389.0,0.185049154200883,0.15855127333096358,0.004811252243246862,0.1302597120854817
19,2022-03-23,49.39,50.993,41.1645,21.9591,656.0,0.22587956842235715,0.27958685467162603,0.10419444074172803,0.2167200788865503
20,2022-03-22,48.66,49.9175,42.1664,22.0958,668.0,0.0,0.0,0.0,0.0
21,2022-03-18,51.16,47.593,40.5077,21.8673,1852.0,0.025,0.1,0.0,0.0
22,2022-03-16,50.45,44.856,38.9444,21.7069,1069.0,0.25,0.25,0.2468474062559877,0.34046781116548275
23,2022-03-15,53.19,43.5585,37.3203,21.4222,1612.0,0.28284271247461906,0.4242640687119285,0.0,0.0
24,2022-03-11,62.03,40.829,35.6545,21.1232,1388.0,0.04714045207910312,0.23570226039551584,0.2383806951727376,0.28980664289539554
25,2022-03-10,62.64,38.8725,33.5254,20.8266,1607.0,0.08356716504931924,0.26677210381128835,0.17383041704169283,0.19740064308124455
26,2022-03-09,70.57,36.878,31.7214,20.5416,3844.0,0.05499719409228697,0.455691036764664,0.13621754009870723,0.33171776993325636
27,2022-02-28,27.99,25.0215,23.0086,19.4264,2755.0,0.2753785273643051,0.0,0.27157424770486044,0.18156413461756116
28,2022-02-25,28.89,24.783,22.4524,19.3857,410.0,0.0,0.07071067811865477,0.24748737341529162,0.03535533905932741
29,2022-02-24,28.59,24.4565,21.0025,19.1953,2263.0,0.0,0.0,0.11785113019775788,0.11785113019775788
30,2022-02-22,26.75,23.8165,20.0703,19.04,399.0,0.0,0.0,0.0,0.0
31,2021-12-06,31.0,24.05,22.8889,18.6853,35.0,0.1767766952966369,0.2651650429449553,0.24748737341529164,0.1767766952966369
32,2021-11-26,26.62,21.0895,16.5178,17.7976,531.0,0.06614378277661477,0.2602082499332666,0.2262823539379589,0.34402976830716475
33,2021-11-24,19.63,20.68,17.0429,17.866,5.0,0.20623947784607632,0.01178511301977575,0.23570226039551584,0.25927248643506745
34,2021-11-16,20.44,20.1355,17.7371,17.8577,29.0,0.08838834764831845,0.2651650429449553,0.17284832429004493,0.2514157444218835
35,2021-11-15,22.27,20.027,17.9577,17.8422,356.0,0.07071067811865477,0.03535533905932738,0.07071067811865477,0.0
36,2021-09-17,18.64,18.7955,19.8401,18.7083,128.0,0.14142135623730953,0.28284271247461906,0.1649915822768611,0.1414213562373095
37,2021-09-08,18.43,19.03,19.389,18.7655,34.0,0.0,0.0,0.12374368670764582,0.08838834764831845
38,2021-08-26,17.6,19.2755,20.9036,18.7763,25.0,0.0353553390593274,0.0707106781186548,0.01767766952966362,0.4419417382415922
39,2021-03-29,26.79,28.0445,24.5454,25.1113,110.0,0.03535533905932738,0.24748737341529156,0.10606601717798211,0.18856180831641264
